,id,price,level,levels,rooms,area,kitchen_area,house_id
17314,17314,9100000,16,16,1,37.6,10.0,2651284
17315,17315,4020000,4,9,1,32.7,6.2,1887386
17316,17316,1730000,1,2,1,32.0,7.0,1371226
17317,17317,2475000,6,21,1,37.0,12.0,2070732
17318,17318,4080000,5,5,2,54.0,8.0,717008
17319,17319,1480000,2,5,1,31.0,9.0,967818
17320,17320,7300000,3,9,1,35.0,9.0,1587588
17321,17321,2400000,5,5,3,62.0,10.0,1591937
17322,17322,2350000,5,5,2,42.0,6.0,1006290
17323,17323,2850000,2,5,2,54.0,8.3,2818825
17324,17324,20527500,3,5,1,39.0,15.0,775906
17325,17325,8890000,7,7,3,72.0,12.4,2508091
17326,17326,3599000,1,9,3,63.0,8.0,938349
17327,17327,3100000,1,10,2,55.3,15.3,1015821
17328,17328,3100000,12,16,2,55.3,10.0,1239990
17329,17329,5200000,1,9,2,58.0,13.0,1945116
17330,17330,15700000,5,19,3,79.0,15.0,2117765
17331,17331,5350000,4,25,2,46.31,17.51,2740588
17332,17332,13500000,10,12,2,62.0,15.0,1235092
17333,17333,1700000,3,4,3,64.2,8.0,718265
17334,17334,5500000,1,9,3,100.0,20.0,2436688
17335,17335,4790000,4,9,3,59.0,7.5,2092361
17336,17336,4300000,5,17,1,39.0,8.0,1428934
17337,17337,3570000,4,5,2,42.6,6.0,1639706
17338,17338,6100000,1,5,3,49.4,7.2,2810549
17339,17339,2800000,7,8,1,40.0,12.0,867459
17340,17340,1100000,5,6,0,32.6,12.0,1483180
17341,17341,2273600,7,16,1,39.2,10.5,1857258
17342,17342,17300000,12,12,2,54.0,7.5,2021911
17343,17343,3760000,4,5,2,45.0,6.0,2163551
17344,17344,1750000,6,9,1,33.0,9.0,2187272
17345,17345,5500000,9,9,2,57.0,10.0,2235579
17346,17346,1900000,2,2,2,30.0,6.0,1979077
17347,17347,4850000,3,9,3,62.0,6.5,2651983
17348,17348,1090000,2,2,2,42.0,6.0,2390046
17349,17349,9000000,4,9,1,33.0,7.0,1886679
17350,17350,8000000,4,17,2,61.01,17.3,2017408
17351,17351,5876100,20,24,2,65.29,13.1,1275584
17352,17352,8500000,3,14,1,38.0,8.5,1721750
17353,17353,2380000,9,10,1,39.0,10.0,1908594
17354,17354,4370000,7,9,2,50.1,8.0,1042836
17355,17355,4312050,17,26,2,84.55,12.3,2295996
17356,17356,2050000,1,5,3,72.0,8.0,797752
17357,17357,4700000,5,5,1,18.6,6.0,2778093
17358,17358,3400000,5,10,1,34.0,8.0,2528852
17359,17359,17000000,5,11,2,64.0,8.0,2375985
17360,17360,5750000,9,16,1,39.9,16.3,1685557
17361,17361,2750000,2,5,2,48.0,6.0,2092767
17362,17362,6500000,2,9,3,70.0,9.0,1322013
17363,17363,1550000,5,5,2,44.6,6.0,1108587
17364,17364,4500000,2,22,1,35.0,9.0,883839
17365,17365,9990000,15,25,2,59.3,13.0,1797069
17366,17366,6250000,5,23,2,57.0,17.0,822330
17367,17367,3900000,3,8,3,81.0,14.0,597261
17368,17368,3500000,5,5,1,31.6,6.0,1999272
17369,17369,10480250,13,33,2,51.5,18.1,2208865
17370,17370,3079050,11,16,1,47.37,8.8,1623807
17371,17371,5200000,5,5,3,79.5,7.5,1199540
17372,17372,3800000,2,10,1,39.0,10.0,2184825
17373,17373,4420000,8,10,3,84.4,14.8,1985136
17374,17374,12790000,6,8,0,95.5,8.73,1864768
17375,17375,5150000,3,9,1,33.0,6.0,1500356
17376,17376,2850000,2,16,2,63.0,13.0,947505
17377,17377,2150000,2,5,2,44.0,7.0,720920
17378,17378,10170000,2,14,1,39.07,16.67,1912846
17379,17379,3630000,12,16,2,48.0,7.0,2186037
17380,17380,3390376,1,9,2,51.0,8.0,1390423
17381,17381,1000000,1,1,2,42.0,8.0,2203821
17382,17382,2360000,2,5,3,78.0,8.5,2801645
17383,17383,25000000,13,28,2,65.0,13.4,2551710
17384,17384,3700000,6,9,1,34.0,9.0,2022462
17385,17385,14500000,11,17,3,90.0,15.2,1441896
17386,17386,3400000,6,10,1,38.0,9.0,1409622
17387,17387,24000000,20,25,4,106.0,10.0,1206680
17388,17388,9900000,2,12,3,115.0,16.8,1863451
17389,17389,9690000,6,9,3,63.0,9.5,2403097
17390,17390,1420000,1,5,2,35.9,6.0,1140529
17391,17391,4000000,7,16,2,47.3,13.0,1351047
17392,17392,4200000,15,17,1,43.0,8.5,643567
17393,17393,4400000,6,17,2,56.5,14.0,2706421
17394,17394,3250000,7,9,2,58.3,8.6,905718
17395,17395,3580000,1,5,3,70.0,9.0,2348321
17396,17396,3600000,3,4,2,46.0,7.0,848492
17397,17397,13000000,2,22,3,81.0,10.0,2260584
17398,17398,3700000,2,5,2,43.7,7.1,2650844
17399,17399,3500000,10,11,2,53.0,12.0,1316356
17400,17400,2950000,9,9,3,64.0,11.0,2545625
17401,17401,3700000,1,9,3,58.0,10.0,2375891
17402,17402,6600000,16,19,1,31.0,8.2,957260
17403,17403,3370000,7,9,2,46.1,6.0,603838
17404,17404,1150000,5,5,1,36.0,6.5,781233
17405,17405,28000000,9,18,2,100.0,16.0,1378294
17406,17406,5500000,7,25,2,55.0,15.0,864956
17407,17407,1650000,4,5,2,40.0,6.0,608581
17408,17408,2300000,2,5,1,34.0,17.0,884323
17409,17409,6200000,14,16,3,76.0,13.8,1328748
17410,17410,7600000,8,12,2,54.0,8.5,2352174
17411,17411,3300000,2,2,2,42.0,6.2,1741473
17412,17412,3080000,2,9,2,54.0,8.0,2759226
17413,17413,1680000,5,5,1,32.1,9.0,811357
17414,17414,29044740,8,9,3,129.0,17.0,2523175
17415,17415,4300000,4,6,1,38.0,12.0,1012716
17416,17416,13821000,14,33,1,37.7,18.6,1102065
17417,17417,2100000,4,4,2,44.0,6.0,2013796
17418,17418,2880000,6,9,1,33.0,6.5,884621
17419,17419,8100000,12,17,1,38.0,7.0,1742953
17420,17420,6730000,4,9,3,64.0,7.6,1991438
17421,17421,5095000,4,5,1,32.0,7.0,1073669
17422,17422,3380000,10,10,2,56.4,8.7,921179
17423,17423,3200000,7,10,2,64.0,19.0,1529484
17424,17424,5000000,10,10,1,41.5,8.7,1414064
17425,17425,8614819,4,15,2,63.6,12.9,1050078
17426,17426,7173400,17,25,1,35.6,16.4,608948
17427,17427,10200000,2,17,1,37.4,8.2,1740040
17428,17428,3700000,5,5,3,63.7,9.0,909831
17429,17429,10551250,5,23,3,57.5,7.5,1027462
17430,17430,8883735,11,14,1,41.1,13.3,681709
17431,17431,6800000,9,9,2,62.6,10.0,1220582
17432,17432,9900000,3,25,2,50.8,10.0,1800658
17433,17433,3300000,6,16,1,44.0,14.0,1232182
17434,17434,4200000,5,5,2,45.0,6.0,1077199
17435,17435,2187399,17,17,1,37.9,9.6,1110197
17436,17436,6850000,1,16,1,48.94,15.03,2517587
17437,17437,7200000,7,19,1,40.8,12.0,1261739
17438,17438,9850000,6,12,3,81.18,18.1,1398154
17439,17439,1450000,2,5,2,41.0,9.0,2798611
17440,17440,3900000,1,3,2,49.4,8.2,1372255
17441,17441,2990000,9,17,1,37.0,9.6,2169840
17442,17442,2500000,5,5,2,46.0,6.0,1244446
17443,17443,2860000,5,5,3,66.0,12.0,2040929
17444,17444,3300000,6,16,1,40.0,10.0,1617750
17445,17445,4950000,6,9,3,65.0,9.0,2133752
17446,17446,7200000,8,17,1,41.0,17.0,1062832
17447,17447,10295217,4,24,2,62.9,19.7,1621478
17448,17448,4900000,1,2,2,63.7,30.0,1162119
17449,17449,3950000,4,22,2,77.0,13.0,1661150
17450,17450,3599999,7,10,1,37.0,8.9,2360529
17451,17451,1100000,5,5,1,29.0,6.0,1025282
17452,17452,4250000,9,24,2,38.9,19.9,666740
17453,17453,2550000,9,9,1,44.0,9.7,2660819
17454,17454,930000,1,2,3,70.0,6.0,1819028
17455,17455,3050000,5,5,3,59.0,8.0,2413366
17456,17456,2280000,3,5,2,45.0,6.0,845160
17457,17457,8600000,12,17,2,57.0,11.6,1843105
17458,17458,12800000,6,13,3,112.2,12.7,1659479
17459,17459,3560000,10,10,4,82.0,9.0,2332494
17460,17460,2065000,5,5,2,42.5,6.4,661393
17461,17461,8350000,14,24,2,65.0,18.0,1843308
17462,17462,4500000,1,3,3,65.0,8.0,1082986
17463,17463,7130804,10,15,2,51.0,11.3,2692866
17464,17464,3380000,9,9,2,43.6,7.0,2377777
17465,17465,2800000,5,5,1,30.5,6.7,2757156
17466,17466,8300000,10,16,3,88.0,19.0,638025
17467,17467,1150000,5,5,1,33.0,14.0,1156259
17468,17468,12500000,10,17,2,51.4,9.0,2739137
17469,17469,4200000,4,12,3,66.4,7.5,2554894
17470,17470,6000000,10,12,1,44.3,10.3,1682655
17471,17471,2300000,1,10,1,34.5,7.9,2142579
17472,17472,1450000,2,4,2,43.0,6.0,1433080
17473,17473,1700000,2,5,1,30.0,6.0,1089552
17474,17474,2349000,9,10,1,35.0,8.0,1570167
17475,17475,3100000,6,9,1,32.7,14.0,2838998
17476,17476,8100000,12,16,4,86.4,10.0,2057245
17477,17477,3750000,1,2,3,58.5,7.3,1613591
17478,17478,4800000,8,9,3,67.0,8.8,2729761
17479,17479,5800000,2,24,1,37.0,10.4,1519832
17480,17480,14000000,10,16,2,65.9,13.8,1913905
17481,17481,1000000,1,2,2,41.0,6.0,982100
17482,17482,21549000,5,6,3,97.8,20.9,2508091
17483,17483,4900000,3,16,1,50.0,16.6,2497518
17484,17484,6350000,2,9,2,64.5,12.5,1171299
17485,17485,3760000,5,5,3,59.1,6.4,1717883
17486,17486,6100000,10,10,3,87.0,11.0,640557
17487,17487,8700000,5,8,1,35.0,10.0,1261277
17488,17488,5286266,1,5,1,46.42,12.3,2608054
17489,17489,2600000,5,5,3,105.0,25.0,1442433
17490,17490,1210000,5,5,2,44.0,7.0,2475791
17491,17491,7000000,5,9,1,50.1,12.0,1089559
17492,17492,8449000,1,5,2,53.21,6.4,2503968
17493,17493,5400000,4,10,2,56.7,16.0,647030
17494,17494,21990000,4,25,3,120.7,35.6,710489
17495,17495,18100000,8,25,3,82.4,11.0,967193
17496,17496,5400000,8,10,3,79.0,11.9,2095385
17497,17497,3300000,4,5,3,67.0,7.0,721867
17498,17498,7364700,3,8,3,77.57,12.5,2254206
17499,17499,5865000,2,18,1,31.78,9.3,957260
17500,17500,1150000,4,5,1,33.0,6.0,1817561
17501,17501,10500000,3,14,3,90.0,19.0,1391271
17502,17502,3000000,3,5,2,41.3,6.0,2837887
17503,17503,2200000,5,5,2,52.0,8.0,1254970
17504,17504,4498200,10,24,2,61.2,14.0,1262818
17505,17505,3650000,3,9,1,34.0,8.0,1004177
17506,17506,1300000,1,5,2,52.0,8.5,2089965
17507,17507,2600000,8,10,1,48.0,12.0,974978
17508,17508,5500000,5,9,3,60.0,9.0,1684721
17509,17509,2680000,5,9,1,29.7,6.0,2204572
17510,17510,3150000,13,18,1,39.0,9.8,2535132
17511,17511,3570000,5,9,2,51.0,9.5,2170145
17512,17512,5350000,2,5,2,57.5,9.0,1249229
17513,17513,3450000,10,18,2,55.6,17.7,1594074
17514,17514,5690000,15,16,2,56.7,11.9,1460187
17515,17515,3780000,3,14,1,37.0,12.0,1191626
17516,17516,2350000,1,10,1,40.0,9.5,2367679
17517,17517,47900000,13,21,3,112.0,16.0,2102679
17518,17518,17300000,13,17,2,52.0,9.0,1744527
17519,17519,3716760,17,19,1,42.04,12.6,805076
17520,17520,3590000,2,3,2,52.9,7.9,1641723
17521,17521,21500000,18,24,3,90.9,18.2,1932557
17522,17522,5244960,4,15,2,66.9,16.7,1259902
17523,17523,6950000,9,12,2,46.5,7.5,2675118
17524,17524,6890000,16,27,3,65.5,14.0,643244
17525,17525,6990000,2,5,2,42.0,6.9,2564361
17526,17526,16900000,2,11,3,85.0,22.74,1510410
17527,17527,2000000,2,5,1,33.0,9.7,2418667
17528,17528,6300000,2,16,3,60.0,38.9,2206726
17529,17529,4571000,5,18,0,62.51,6.55,1929137
17530,17530,9850000,1,12,1,39.2,8.6,2609145
17531,17531,6300000,3,16,2,40.0,6.0,1440731
17532,17532,2900000,5,5,2,47.0,6.4,865857
17533,17533,3000000,6,9,2,44.0,8.0,2066616
17534,17534,2160000,3,4,3,69.0,10.0,1390711
17535,17535,3650000,4,7,1,33.0,8.6,1290591
17536,17536,7599000,22,24,2,67.0,20.0,2466677
17537,17537,31500000,19,27,3,76.8,13.4,2782865
17538,17538,6000000,2,9,2,51.9,9.0,915232
17539,17539,2800000,7,16,1,35.1,10.0,691501
17540,17540,1750000,3,5,3,58.0,7.0,1685435
17541,17541,8200000,3,19,2,64.0,8.5,1050337
17542,17542,3700000,5,9,1,36.0,7.0,2125963
17543,17543,1799990,6,10,1,34.0,6.0,772225
17544,17544,3500000,3,9,2,52.4,8.0,2373248
17545,17545,2000000,1,4,2,42.5,6.0,2786568
17546,17546,1750000,5,10,1,32.0,9.0,2447004
17547,17547,15800000,6,20,2,43.8,7.0,2122936
17548,17548,5500000,21,25,1,34.0,14.8,2775429
17549,17549,6769000,8,16,3,87.1,12.6,2806087
17550,17550,25272800,5,7,2,90.39,14.2,2101320
17551,17551,5190000,13,16,1,43.8,11.0,1587063
17552,17552,4550000,15,17,2,50.0,11.0,1678446
17553,17553,3275000,2,7,2,65.5,13.2,910131
17554,17554,4500000,2,12,1,38.5,10.1,1106082
17555,17555,4600000,8,9,2,53.0,8.8,2588355
17556,17556,15590000,2,14,2,74.95,23.43,1912846
17557,17557,5699000,3,9,2,51.0,8.2,1748364
17558,17558,7650000,2,5,1,30.0,7.3,1100574
17559,17559,8320000,2,2,5,130.0,13.8,1315608
17560,17560,8675141,4,8,3,81.0,12.1,909188
17561,17561,15550000,5,10,4,125.9,17.0,1913905
17562,17562,4000000,3,26,1,36.0,9.0,927628
17563,17563,6950000,8,9,3,77.0,10.0,765750
17564,17564,1050000,1,5,1,31.0,6.0,1715700
17565,17565,4857000,6,17,2,48.57,8.1,1516880
17566,17566,3700000,5,16,1,31.5,13.1,802334
17567,17567,4800000,16,16,3,75.0,15.0,2506879
17568,17568,17500000,3,12,4,75.4,8.5,2288393
17569,17569,8100000,1,8,2,45.0,9.0,2415988
17570,17570,3400000,3,12,2,54.0,8.0,799363
17571,17571,28500000,22,36,2,67.4,11.3,2075162
17572,17572,9301260,10,11,4,113.4,30.0,2034358
17573,17573,3100000,9,10,1,39.0,11.0,2089432
17574,17574,11300000,12,12,2,56.0,9.0,2519805
17575,17575,42000000,8,9,3,105.0,20.0,896456
17576,17576,4000000,6,17,1,41.0,12.5,2836672
17577,17577,5990000,12,15,3,79.0,10.5,688349
17578,17578,2500000,1,5,2,44.0,6.0,1468975
17579,17579,2190000,23,25,0,24.0,6.0,2809427
17580,17580,6900000,12,16,2,58.0,10.0,2232949
17581,17581,8300000,9,9,1,34.0,7.0,592495
17582,17582,6600000,5,9,2,49.0,8.5,1834341
17583,17583,43152038,2,16,3,98.32,15.1,2116294
17584,17584,3300000,5,5,2,41.0,6.0,2240370
17585,17585,6100000,7,17,2,59.1,13.9,1383704
17586,17586,15000000,20,25,3,80.0,10.0,861795
17587,17587,5900000,9,17,1,38.4,9.0,1301860
17588,17588,11500000,1,22,1,51.0,9.1,1405646
17589,17589,3700000,16,24,0,34.0,8.0,2275460
17590,17590,2580000,16,17,1,37.0,10.0,2344715
17591,17591,5800000,14,14,3,83.5,11.8,1387009
17592,17592,980000,9,9,1,30.9,6.0,874439
17593,17593,5100000,2,5,1,41.1,16.0,945814
17594,17594,3450000,7,9,2,62.0,10.0,1198008
17595,17595,4350000,4,19,3,86.0,13.0,1023917
17596,17596,3450000,2,17,1,42.5,9.0,695822
17597,17597,6700000,19,24,1,45.0,13.9,2524968
17598,17598,29680000,16,18,3,103.0,15.0,2330102
17599,17599,9999000,14,15,3,104.0,9.3,2028543
17600,17600,14000000,16,24,2,43.4,13.2,1872013
17601,17601,3529000,1,3,2,67.6,6.0,1723833
17602,17602,3800000,3,12,1,33.0,7.0,2393658
17603,17603,3140000,2,10,1,35.2,9.0,1244432
17604,17604,20493800,20,32,3,86.0,29.1,2272149
17605,17605,5900000,1,4,3,78.0,9.0,2252407
17606,17606,3180000,5,5,2,44.3,6.0,2405064
17607,17607,6150000,2,10,2,52.0,10.0,1524198
17608,17608,3150000,2,5,3,68.0,9.0,879956
17609,17609,2850000,10,16,1,38.4,10.0,2278147
17610,17610,2900000,13,17,1,37.4,10.9,1474524
17611,17611,7500000,12,14,3,89.0,12.0,1188608
17612,17612,2400000,12,16,1,36.0,8.3,1837487
17613,17613,3649000,10,10,2,53.3,9.1,1168966
17614,17614,3600000,2,2,3,83.3,7.0,2644758
17615,17615,6702810,3,25,2,59.9,20.9,676306
17616,17616,14000000,4,12,1,32.0,6.0,1214598
17617,17617,2850000,1,9,1,34.0,8.8,1363858
17618,17618,5100000,7,14,2,65.0,23.0,2681114
17619,17619,16000000,2,44,1,45.0,14.0,1682198
17620,17620,13500000,22,24,2,73.0,12.0,792900
17621,17621,3000000,1,17,1,42.2,12.8,2178561
17622,17622,3178900,19,19,1,35.2,9.7,808018
17623,17623,18600000,4,4,4,142.0,15.0,2285081
17624,17624,2600000,2,4,1,30.0,6.0,2788122
17625,17625,1900000,1,5,1,34.7,6.0,2236373
17626,17626,8960561,6,23,1,56.1,12.77,1535617
17627,17627,21600000,1,12,3,118.0,20.0,874817
17628,17628,4450000,5,18,1,45.54,11.0,2345707
17629,17629,2738400,15,25,1,33.6,15.6,705867
17630,17630,3650000,5,10,1,41.4,11.8,674126
17631,17631,6500000,2,17,3,82.4,10.7,1489199
17632,17632,5800000,5,10,1,37.0,12.0,2254566
17633,17633,3800000,6,12,3,83.2,8.0,2260310
17634,17634,9100000,4,5,4,85.2,9.6,1435392
17635,17635,26000000,2,22,3,119.5,33.8,1780302
17636,17636,4670000,6,10,4,85.0,15.0,792715
17637,17637,4850000,6,16,3,102.0,19.0,2092293
17638,17638,2800000,5,9,3,53.0,7.1,1828401
17639,17639,4650000,12,25,2,49.8,10.0,1084402
17640,17640,850000,3,5,1,28.4,6.0,697200
17641,17641,3400000,8,14,1,41.0,9.0,1830938
17642,17642,3200000,18,24,1,36.1,11.3,1262818
17643,17643,8890000,8,18,3,77.0,13.5,1579364
17644,17644,3500000,10,10,2,66.0,10.6,2637147
17645,17645,1950000,2,5,3,62.0,6.0,1980511
17646,17646,3490000,4,4,2,57.5,7.3,1509639
17647,17647,16500000,3,25,2,51.0,11.0,2668139
17648,17648,2550000,5,10,1,33.0,9.0,1474059
17649,17649,4800000,6,10,1,58.0,14.0,2518662
17650,17650,2300000,3,9,2,54.0,8.0,864173
17651,17651,2900000,9,9,3,59.8,7.5,1166316
17652,17652,3700000,20,26,1,40.0,12.0,1210200
17653,17653,2350000,4,10,3,66.0,9.0,2073461
17654,17654,16000000,12,12,0,62.9,20.0,1378294
17655,17655,4300000,1,9,1,39.5,8.8,2300557
17656,17656,4400000,18,23,2,66.0,13.0,1834412
17657,17657,8000000,4,9,1,26.1,6.0,864449
17658,17658,2190000,9,9,2,51.0,8.7,1446771
17659,17659,3990000,3,5,3,55.9,6.0,937401
17660,17660,3050000,7,9,2,65.0,12.0,1156039
17661,17661,2050000,3,5,3,57.2,6.0,1629224
17662,17662,2100000,2,3,2,45.0,7.0,829638
17663,17663,3950000,2,4,2,54.2,8.0,2405728
17664,17664,3750000,2,5,1,31.0,6.0,2430538
17665,17665,6400000,5,10,1,37.9,10.7,2151966
17666,17666,46282860,16,17,4,104.1,27.4,983106
17667,17667,24840000,8,10,3,96.0,19.5,1687960
17668,17668,31614000,6,7,3,105.38,14.0,1846997
17669,17669,1400000,3,5,2,46.0,9.0,2696629
17670,17670,1740000,2,8,1,36.0,10.3,2436608
17671,17671,11167185,7,17,3,68.7,11.8,1772518
17672,17672,6402480,14,19,1,40.9,12.1,852412
17673,17673,9000000,22,26,2,64.1,14.0,1648370
17674,17674,10800000,8,17,2,52.0,9.5,1499199
17675,17675,2100000,2,2,2,50.0,6.0,1502068
17676,17676,7760000,9,12,2,65.88,13.5,807329
17677,17677,9600000,1,17,1,38.7,8.3,2262600
17678,17678,4500000,20,22,1,35.0,8.9,2033716
17679,17679,3850000,6,9,3,57.0,6.0,2578463
17680,17680,3650000,3,16,1,41.0,9.4,2229239
17681,17681,11850000,14,17,2,53.5,9.5,1153100
17682,17682,2400000,2,5,2,44.0,6.0,620022
17683,17683,3391500,3,8,1,39.9,12.1,2283848
17684,17684,2299000,5,5,3,65.0,6.0,1412134
17685,17685,25928056,11,12,3,94.2,23.1,1923567
17686,17686,4850000,9,13,1,31.6,10.9,1981041
17687,17687,16800000,5,7,2,75.0,13.0,1358976
17688,17688,2100000,2,9,1,35.0,7.5,1569353
17689,17689,2050000,1,5,2,40.5,6.3,1532685
17690,17690,2250000,8,10,1,36.0,8.0,1658057
17691,17691,1760000,4,5,1,33.0,8.0,1134540
17692,17692,10385680,17,28,2,52.4,19.8,1839600
17693,17693,4000000,2,5,4,63.0,9.0,1144017
17694,17694,44439984,6,13,1,93.6,19.3,2319604
17695,17695,3850000,1,5,2,53.0,8.0,1146446
17696,17696,18750000,3,25,2,62.0,12.0,2679731
17697,17697,2064600,10,19,1,33.3,6.3,1254942
17698,17698,5000000,5,18,1,38.95,8.5,766054
17699,17699,1860000,5,5,1,29.4,6.0,2429912
17700,17700,3350000,1,5,1,29.0,6.6,2788178
17701,17701,7099000,7,9,3,59.0,6.2,2699901
17702,17702,5850000,11,24,1,40.0,13.0,972405
17703,17703,9351300,20,22,2,51.1,10.5,681709
17704,17704,6300411,14,16,3,58.27,16.61,1337002
17705,17705,27000000,7,22,4,110.0,30.0,2813803
17706,17706,5900000,17,25,1,31.0,15.2,2097422
17707,17707,4500000,1,16,2,68.0,14.0,1203962
17708,17708,6200000,4,17,2,58.0,13.0,2647609
17709,17709,3300000,5,10,1,43.5,8.0,1586718
17710,17710,2990000,2,5,2,42.0,6.0,2792192
17711,17711,1250000,6,6,0,25.0,6.0,2032746
17712,17712,13127670,8,24,4,85.3,6.0,2815770
17713,17713,5381000,3,25,2,73.7,17.9,1728829
17714,17714,26500000,32,34,2,69.0,20.0,1771769
17715,17715,1720000,2,5,2,44.0,6.0,1394670
17716,17716,26900000,4,16,3,110.0,14.0,2289173
17717,17717,2950000,11,15,3,65.0,9.0,1469087
17718,17718,7700000,4,6,3,69.0,11.0,2685305
17719,17719,4200000,2,9,2,44.8,6.4,2691060
17720,17720,4500000,7,14,1,43.2,10.0,1549687
17721,17721,3600000,6,9,2,47.0,9.0,2514471
17722,17722,5400000,15,25,1,46.18,16.47,1030234
17723,17723,6700000,6,9,3,101.0,15.0,2539038
17724,17724,2450000,2,5,3,100.0,8.0,2217052
17725,17725,3900000,14,14,1,42.0,13.0,2370427
17726,17726,2250000,1,2,1,35.6,10.9,2307098
17727,17727,14000000,4,24,1,41.3,9.4,2310749
17728,17728,4300000,5,6,3,78.9,11.0,1629278
17729,17729,3750000,8,9,2,59.0,12.0,1816480
17730,17730,12500000,6,9,3,93.0,20.6,2036073
17731,17731,4199000,7,9,2,48.0,8.0,980389
17732,17732,10936200,10,22,3,66.0,8.1,2639866
17733,17733,25000000,2,7,5,140.0,20.9,678674
17734,17734,2000000,1,3,2,34.0,6.0,665983
17735,17735,1600000,4,9,1,34.0,9.0,1495030
17736,17736,1570000,1,2,1,21.7,7.0,889980
17737,17737,3400000,3,5,3,80.0,16.0,1312609
17738,17738,6858000,3,18,2,50.8,10.4,2708540
17739,17739,3590000,4,5,1,23.5,6.0,2139404
17740,17740,6850000,5,24,1,34.2,10.6,2484205
17741,17741,2850000,3,9,3,59.0,9.0,1677281
17742,17742,4900000,3,5,2,89.0,21.2,1901090
17743,17743,5700000,19,25,3,56.0,6.0,2760062
17744,17744,2500000,4,5,2,46.0,6.0,2347559
17745,17745,23200000,4,17,3,86.0,10.7,1295444
17746,17746,2600000,6,9,3,59.0,10.0,2733100
17747,17747,2700000,24,25,1,43.5,12.0,1834412
17748,17748,3500000,14,19,1,35.4,9.7,1299591
17749,17749,9600000,1,3,4,104.4,9.0,2516383
17750,17750,7200000,6,9,2,48.0,8.5,1637814
17751,17751,8500000,4,23,1,36.5,9.8,1366944
17752,17752,8500000,4,4,4,122.0,11.3,1276590
17753,17753,11368050,3,17,4,101.0,14.6,1918817
17754,17754,2200000,5,5,2,43.5,6.0,874635
17755,17755,3700000,2,14,1,33.3,8.0,1107833
17756,17756,930000,4,5,2,43.8,7.0,1511683
17757,17757,12500000,2,8,2,53.0,13.2,2782591
17758,17758,3550000,17,17,1,40.1,10.7,2027031
17759,17759,2200000,5,9,1,38.0,7.0,1140124
17760,17760,30000000,8,15,4,128.0,20.0,1028024
17761,17761,2600000,3,9,2,47.0,8.0,1975975
17762,17762,2550000,2,13,1,35.3,10.0,1658221
17763,17763,16800000,2,12,4,84.3,9.0,2534629
17764,17764,2800000,5,14,1,38.0,10.0,2024606
17765,17765,1750000,2,2,3,50.0,7.5,1206056
17766,17766,8400000,2,12,1,39.3,8.4,2612245
17767,17767,4347365,3,17,2,62.0,10.4,892517
17768,17768,2000000,8,9,1,33.0,7.5,2205030
17769,17769,3250000,2,9,1,36.0,8.5,1704029
17770,17770,15765750,6,21,3,71.5,20.8,1157940
17771,17771,5200000,4,24,2,45.0,10.5,2087753
17772,17772,2270000,15,16,1,37.9,10.0,2752673
17773,17773,3805200,2,10,2,63.3,13.3,2724657
17774,17774,7500000,5,5,3,105.0,27.0,2580953
17775,17775,2650000,1,9,2,36.0,6.0,2059894
17776,17776,3520870,4,25,1,50.66,24.73,1571759
17777,17777,10900000,2,14,2,53.0,9.0,1073918
17778,17778,4000000,4,16,2,58.0,10.0,891011
17779,17779,2200000,1,9,2,41.0,6.0,1326569
17780,17780,3050000,1,9,1,36.0,8.7,2418038
17781,17781,2000000,5,5,1,32.0,6.0,813873
17782,17782,11900000,11,36,1,36.0,16.2,895682
17783,17783,2300000,8,9,1,38.0,7.0,1261947
17784,17784,16200000,4,25,1,110.06,10.67,2002781
17785,17785,1550000,2,2,1,37.0,6.0,784416
17786,17786,2800000,5,18,2,57.0,7.0,2523621
17787,17787,5980050,1,5,2,71.0,15.0,2082612
17788,17788,10002800,7,19,2,58.0,14.0,2044121
17789,17789,2450000,1,10,1,25.0,7.0,2547373
17790,17790,2300000,8,8,1,31.0,8.0,2489066
17791,17791,2600000,2,3,1,51.2,11.5,780945
17792,17792,3050000,3,9,3,70.0,9.0,1467099
17793,17793,2400000,20,24,1,40.5,15.9,1831650
17794,17794,5088000,2,7,2,65.4,12.2,1950011
17795,17795,4350000,8,14,2,65.0,9.45,1033054
17796,17796,4600000,5,5,1,32.0,6.0,674217
17797,17797,4300000,4,5,3,58.9,8.2,641602
17798,17798,3540000,3,6,3,74.0,9.0,2173241
17799,17799,6100000,12,15,2,59.0,6.0,868139
17800,17800,17490000,4,5,3,126.0,23.3,778230
17801,17801,21700000,3,6,6,148.0,18.0,1520520
17802,17802,6150000,13,14,1,33.5,7.5,2404026
17803,17803,3700000,16,16,1,37.5,12.0,1789128
17804,17804,3950000,3,18,3,95.0,17.0,2825725
17805,17805,16200000,7,16,2,55.0,11.0,2539657
17806,17806,8470000,4,31,2,76.69,20.9,1511655
17807,17807,8900000,16,26,2,59.0,14.6,2323559
17808,17808,5600000,12,14,3,110.0,20.0,1142271
17809,17809,3500000,3,3,1,41.4,10.4,1880249
17810,17810,5200000,3,9,1,35.0,7.0,2401231
17811,17811,1500000,3,14,1,52.0,16.0,2149566
17812,17812,3190000,2,16,2,36.04,13.8,2722832
17813,17813,5380000,5,20,2,49.9,10.0,2073249
17814,17814,18440000,9,25,2,46.1,6.3,2521264
17815,17815,6866200,5,18,3,96.85,14.0,2808695
